stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,1,0,0
72hpf,0.85,0.56,0,1.69,0.56,0.28,0,0,0,0,0,0,0,0,0,1.13,0.56,0,3.38,0,0,0.56,0.85,100.34,5.36,0,0,0,1.41,0.28,0,1.69,12.68,4.51,0.28,0,0
21Day,0.37,0,0,4.81,0,0.74,0,0.37,0,0,0,0,0,0,0.37,0,1.85,0.74,6.66,0,0,3.33,0.37,22.57,1.85,0,0,0,4.81,0.74,0,0,25.16,7.4,0.37,0,0.37
3Month,0,0.52,0.1,3.12,0,0,0,0,0.1,0.94,0,2.5,1.14,0.1,1.66,0.21,3.95,2.29,1.66,1.04,0,0.21,0.94,0.62,0.1,0.1,0,0,0.31,0,2.81,0,0.42,0,0,0.31,0.83
22Month,0.14,0.55,0.14,1.23,0,0,0.14,0,0,2.46,0.96,14.76,0.68,0.14,1.37,0,0.68,3.42,5.47,0.41,0.27,0.27,0,0.14,0,0.55,0.41,0.14,0.14,0.14,4.1,0.82,10.52,0,0,0.14,0.41
