stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,13,0,9,0,2,0,11,0,0,6,0,0,0,3,0,0,1,159,2,0,0,0,0,1,17,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,1.13,0,0.85,0.28,0.28,0,2.25,0,0,3.95,0,0,0,18.32,0,0.28,0.28,1.69,2.82,0,0,0,0,1.41,2.54,0,0.28,0,1.41,0,0,0,0,0,0,0,0,0.28
21Day,2.22,0.37,0.37,2.59,0.37,4.81,0,6.66,0,0,22.57,0,2.22,14.06,149.1,0.37,0.74,2.22,14.43,4.07,0,0,1.48,0,8.51,4.81,0,0.37,0,3.33,4.81,0,0.37,0.74,0.37,1.11,0,0,63.27
3Month,0.31,2.18,0.42,7.49,0,0,0.94,3.64,0.1,1.98,193.37,0,59.81,273.56,49.93,7.18,1.04,3.74,66.47,4.68,1.25,0.21,1.66,0.94,1.14,0.31,0.42,0.73,0,0.31,4.89,1.56,3.64,0.21,0.21,0,2.5,3.95,160.81
22Month,0.41,3.42,0.68,5.74,0.14,0,4.51,7.79,0.14,0.82,448.62,1.78,63,173.68,116.56,4.51,0.27,1.64,144.17,5.19,0.27,1.91,0.27,0.14,0.41,0.41,0.96,1.09,0.82,0.14,2.32,0,0.55,0.82,0.55,0,0.55,0,97.98
