stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,0,0,0,0,2,98,0,0,4,0,0,0,0,0,0,3,0,0,0
72hpf,9.3,6.48,0,3.38,1.69,0.56,0,0.85,0,0,0,0,0,0,1.41,0,0.56,4.23,0.28,49.61,0,0.28,4.51,0,12.97,49.32,0,0,53.83,0,0,0,4.23,0.28,0,7.05,0,0,0
21Day,5.92,2.59,0.74,4.07,0,2.96,0,2.96,0,0,0.37,0.74,0.74,0.37,1.48,0,0.37,2.96,0.74,96.57,0,0,28.12,0,4.81,12.21,0.37,0,39.59,5.92,0,0.37,2.22,0.74,0.74,2.22,0.37,0,2.22
3Month,0.62,4.99,0.1,7.39,0.1,0,0.1,0.21,0,0.83,5.1,0.1,13.21,2.91,0.62,2.18,0.31,3.02,3.74,33.91,3.43,0,2.5,0.21,0.52,0.1,0.62,0.1,4.06,1.14,0.1,20.18,0.21,0,0,0.31,80.72,11.96,3.33
22Month,0.27,10.52,0.14,3.83,0,0,0.41,0.41,0.14,1.23,4.92,21.18,24.46,1.37,0.68,1.5,0,0.27,3.55,24.87,0.41,1.09,4.65,0,0.82,0.55,0.41,0.55,1.37,0.14,0,7.38,0.41,0.14,0,0,7.93,0,2.46
