stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,6,0,0,0,0,1,0,0,0,0,0,0,5,2,7,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0
72hpf,0.56,0.28,1.69,0,0.85,0,0,0,0,0,0,0,0,0.85,3.38,0.28,2.54,0,0.56,0,0,2.54,6.48,0,0.28,0.85,0,0,1.13,0.56,0,0,0
21Day,0,0,7.4,0.37,1.11,1.11,0,0,0,0.37,0.37,1.48,0,0.37,1.11,2.22,4.07,0,0,0,0,2.96,4.44,0,0,1.85,0.37,0,0,0,0,0,0.74
3Month,0,0.1,2.18,0,0,0.1,0.21,0.42,0,3.33,0.42,0,1.46,0,0.21,0.73,0.62,0.1,0,0.1,0.1,0.42,0,0.21,0,0,0.1,0.94,0,0,0.1,1.46,0.1
22Month,0,0.14,0.27,0,0,0,0.14,0.55,0.27,6.83,0.41,0.14,0.68,0,0,1.09,0.41,0.14,0,0.14,0,0.14,0,0.14,0,0,0,0.27,0,0,0,0,0.41
