stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.69,1.41,0.28,0,0,0,0,0,0,0,0,0,0,0.28,3.66,0,0.85,0,0,0,0.28,4.23,1.97,0,0,2.82,0,0,3.95,0,0,0,0,0
21Day,0,0,0.37,1.85,1.48,1.48,0,0,0,0,0,0,0,0,0.37,0,0,0.74,0,2.59,0,0,0,0,1.48,1.85,0,0,1.85,0.74,0,1.48,0,0,0,0,0
3Month,0,0.1,0,16.54,1.25,0,0.1,0.1,0.21,0.52,0.62,0,5.2,0.62,0.1,1.35,5.72,0.94,0.94,2.08,0.94,0,0.21,1.04,2.18,0.21,0.21,0.1,0.1,0.73,6.35,0.52,0.1,0.62,0.21,198.57,0.83
22Month,0,0.14,0.14,9.29,0.27,0,0,0.14,0,0.27,0.27,0.27,3.28,0,0,0.68,1.23,0.14,0.27,0.82,0,0.41,0,0.14,0.14,0,0.27,0,0,0,6.97,0,0,0,0,0.96,0.27
