stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,8,64,0,0,0,1,0,0,0,0,0,0
72hpf,1.13,1.13,0,4.23,0.28,0.56,0,0,0,0,0,0,0,0.28,0,1.13,3.95,0.85,4.51,0,0,0.28,0,8.46,14.37,0,0,0,5.07,0,0,1.41,0,0,0
21Day,3.33,0,2.22,7.03,0.37,1.48,0,0.37,0.37,0.74,0.37,0.74,0,1.11,1.48,2.59,1.85,3.33,7.4,0,0,1.85,0.37,1.48,6.29,0.74,0.37,0,7.4,0.74,0.74,2.22,0,0,0.37
3Month,0.1,1.14,0.21,9.47,0.21,0,0,0.21,1.46,1.14,0,18.83,0.73,0.1,2.18,0.62,3.02,3.54,5.1,2.81,0,2.39,0.62,0.31,0.1,1.25,0.1,0,0,0.73,4.47,0.1,0.42,6.14,0.21
22Month,0,1.5,0.55,4.1,0.14,0,0.27,0.27,0.68,0.96,3.14,34.3,0.55,0,1.64,0.14,0.55,2.73,3.96,0.14,1.64,1.78,0.14,0.14,0,1.09,0.41,0.82,0.14,0.27,0.82,0.27,0.55,0,0.14
