stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.28,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,2.54,0,6.76,0,0,5.92,0,3.38,9.02,0,0,0,27.62,0,0,0.28,0,0,1.97,0,0,0
21Day,2.59,0,0,3.7,0.37,0,0,0,0,0,0,0,0.37,0.37,0,2.22,0,2.96,0,0,14.8,0,1.48,1.48,0,0,0,26.27,0,0.37,0,0,0.74,0.37,0,0,0
3Month,0.1,0.31,0.1,5.51,0,0,0.1,1.14,1.25,0.1,3.33,1.04,0,1.98,0.73,1.14,0.52,10.09,1.04,0,1.56,0.42,0.1,0.1,0.1,0.21,0,8.01,0.73,49.1,0.1,0,0,0,0.73,11.44,0.73
22Month,0.41,1.09,0.82,4.24,0.14,0.14,0,0.68,0.68,1.09,17.49,0.27,0,6.29,0.14,1.09,0.14,5.74,0.14,0.68,0.82,0,0.27,0.14,0.55,1.09,0.41,1.23,0,12.03,0.27,0.14,0,0,0.27,0,0.41
