stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,1.69,0,0,0,0,0,0,0,2.54,2.82,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,2.59,0,1.11,0,0,0.74,0.37,0,5.92,4.07,0,0,0,0,0.37,0,0,0,0,0.37,0,0,0,0,0,0,0
3Month,0.1,0,2.29,0.1,5.41,0,1.87,2.18,0,1.04,0.42,1.66,0.1,0.21,0,0.1,0,0,0.1,0.1,0,0,0.31,1.04,0,0,0.21,0.31,0.62
22Month,0.14,0.14,1.64,0,3.42,0.27,7.65,0.55,0.14,0.96,0,1.5,0.27,0,0.14,0.14,0,0.14,0,0,0.55,0,0,0,0.14,0.14,0,0,0.27
