stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,2,165,0,0,0,0,0,0,0,0,0,4,0,0,0
72hpf,1.69,0,2.25,1.97,0.85,0,0,0,0,0,0,0,0,0,0,0,1.13,4.23,1.69,6.2,0,0.56,0,0,58.62,94.7,0.28,0.85,0,4.23,0.28,0.28,20.01,1.41,0.28,4.79,0,0,0
21Day,2.22,0.74,6.29,1.11,2.59,0,0,0,0,0,0,0,0,0,0,0.37,0.37,4.07,0.37,4.07,0,0,1.11,0,21.46,40.33,0.37,0,0,4.81,1.11,0,11.84,0,0.37,1.11,0,0,0.37
3Month,0,0.1,5.51,0,0,0.1,0,0.1,0.52,0.83,0.1,0,5.82,0.62,0,1.14,1.04,1.46,5.1,1.56,0.1,0,1.98,0.73,3.22,0.42,0.94,0.52,0,0.21,0.1,12.48,1.56,0.1,0,0.21,0.31,10.82,0
22Month,0.14,1.64,4.37,0.14,0,0,0.14,0,0.41,1.09,2.05,0,29.52,0.14,0.14,2.73,0.14,0.27,3.83,1.64,0.14,1.23,1.23,0.14,2.32,0,2.05,1.37,0.27,0,0,6.01,3.55,0,0,0,0,0.14,0.27
