stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0.56,14.66,1.97,0,0.85,0,0,0.28,0,4.23,2.25,0,0,0.56,0,0.28,0.28,0,0,0.28,0,0,0
21Day,1.85,0.74,7.4,17.02,3.33,0,0,1.11,0,0,0,0.37,0.37,0.74,42.92,1.48,9.25,3.33,4.81,0,0.37,0.74,0,5.18,2.96,0.37,0.74,1.11,2.22,0,0.74,0.74,1.48,0,0,0,0
3Month,0.1,0.73,10.51,40.05,0,0.31,0,24.44,4.58,0,0,11.44,11.13,1.56,66.88,11.65,10.4,8.11,3.64,0.42,0.21,1.25,0.62,7.07,0.21,13.11,0.42,0.1,1.04,17.37,0.21,0,0,0.21,0.52,4.37,3.74
22Month,0,1.5,17.22,24.32,0,0.55,0.27,28.56,14.07,0.96,0,15.17,4.51,0.55,127.36,2.46,7.52,4.92,2.32,0,1.5,2.05,0,3.01,0.14,4.37,0.82,0.14,0.55,2.19,0.14,0,0,0,0.14,0,0.68
