stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,18,0,0,0,0,2,150,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,3.66,0.28,0,3.95,2.54,1.13,0,0.28,0,0,0,0,0,0.56,0,0.56,3.38,0,21.42,0,0.28,0.85,0,49.32,67.08,0.28,0.28,21.14,0,0,14.37,0,0.28,1.69,0,0,0
21Day,6.29,0,1.85,12.58,2.22,6.29,0,1.48,0,0.37,0,0.74,0.74,6.66,1.11,0.74,4.81,2.22,65.49,0,0,4.81,0,44.77,51.43,0.37,0.74,25.9,5.92,0.37,7.77,0.37,4.44,0.37,0,0,6.29
3Month,0,0.42,0.1,8.74,0.21,0,0,0.31,0.1,1.14,0,7.28,1.56,0.31,2.08,0.31,3.33,1.14,5.62,1.25,0,0.42,0.94,0.31,0.31,0.62,0.21,0.83,0.21,1.66,0.31,0,0,0.1,0.94,0.62,5.51
22Month,0.14,0.82,0,0.68,0,0,0.14,0,0.27,0.27,0,15.17,0.27,0.96,1.5,0,0.41,1.78,3.42,0.14,0.27,0.14,0,0.14,0.27,0.27,0.55,0.41,0.14,0.27,0.41,0,0,0,0,0,2.46
