stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,32.13,0.28,0,1.13,0.28,0,0,0,0,0,0,0,0,1.41,0,0,0,35.23,1.41,0.28,1.13,0,10.43,0,7.89,3.1,2.54,0.56,0,0,1.69,0,0,0.56,0,1.69,0,0,0
21Day,5.55,0.37,2.22,4.07,0.37,2.59,0,0.37,0,1.11,0,0,0,25.16,0.37,0,29.6,0.74,2.59,0,5.18,0,0,0.74,11.47,8.51,2.96,0.74,0,0,2.59,2.96,0.37,1.11,1.48,1.48,0,0,1.11
3Month,0.42,1.35,8.95,39.32,0.42,0,3.12,0.21,0.1,29.12,5.41,0,0,611.93,8.74,0.31,251.41,4.47,6.03,4.89,8.63,1.87,1.46,3.95,169.76,1.46,0.52,6.35,1.14,0,0.31,10.51,8.95,0.73,0,0.1,2.18,3.22,4.78
22Month,0.27,2.32,14.76,8.61,0.14,0,1.37,0.14,0,20.63,4.92,0.68,0,784.64,2.05,1.23,310.88,1.23,0.55,3.14,5.74,0.41,22.27,1.91,15.17,0.14,0,2.6,1.37,0.27,0.27,2.73,2.19,0.82,0,0.27,0.14,0,1.91
