stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,4,0,10,0,0,0,2,0,0,11,0,2,0,0,2,1,1,3,990,13,0,2,0,0,4,96,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.13,0.28,1.13,0,0,0,0,22.55,0,0,0,0,0,0,0.28,3.66,156.14,2.54,0,0,0.28,0,9.86,4.51,0,0,2.54,0.28,0,1.13,0,0.28,0,0,0
21Day,0.74,0,0,0,0,0.37,0,0.37,0,0,19.24,0,0,0,0,2.22,0,0,0.37,36.26,0.37,0,0,0,0,1.11,0.37,0,0,0.37,0.37,0.37,0,0,0,0,0,0.37
3Month,0.1,1.25,0.42,4.47,0.21,0,0.83,0.1,0.1,1.04,122.12,0,0,7.28,9.36,0.52,2.29,0.31,1.77,124.72,1.98,0.52,0,0.62,0.52,0.21,0,0.31,0.31,0,1.25,1.77,0,0,0.1,0.83,0.94,4.37
22Month,0,0.68,0.14,1.78,0,0,0.82,0.14,0,0.82,114.1,0.27,0,8.06,1.64,0.27,1.23,0,0.14,238.59,2.6,0,0.14,0.14,0,0.14,0,0.41,1.09,0,0.55,0.41,0.27,0.14,0,0.27,0,0.68
