stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0,0.85,0.28,0,0.28,0,0,0,0,2.82,0.56,0.28,0,0,0.28,0,0,0,0,0,0,0,0
21Day,1.11,0,0,0.74,0,0,0,0,0,0,0,2.59,0,0,2.59,0.37,0,0,0.74,0,0,0,0,2.22,0.37,0.37,0,0,0.37,0,0,0.37,0.37,0,0,0,0.37
3Month,0.21,3.02,6.97,52.22,0.21,2.08,0,0.1,70.73,6.97,0.31,171.94,9.05,0.52,661.44,3.02,7.07,6.24,9.05,0.94,0.42,111.4,1.46,1.14,0,13.73,1.25,0,0.73,7.59,10.09,0.31,0,0,2.08,9.88,5.62
22Month,0.14,1.5,4.78,13.66,0,0.96,0.14,0,25.42,6.29,6.83,408.45,0.96,1.23,518.86,0.55,1.37,5.47,5.33,0.14,9.43,41.13,0.27,0.55,0.14,11.21,1.5,0.41,0,1.09,6.83,0.82,0.55,0.14,0.55,0,2.05
