stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,14,0,0,0,0,6,157,0,0,6,0,0,0,0,0,1,0,0,0
72hpf,0.56,0.56,0,3.38,0,0.85,0,0,0,0,0,0,0,0.28,0,0.28,3.95,0,6.48,0,0,0,0,35.79,32.13,0,0,3.95,0.28,0,1.97,0,0,0.28,0,0,0
21Day,1.48,0,0,3.7,0,2.22,0,0,0,0,0,0.37,0,0.37,0.37,0.37,0.74,0.74,5.55,0,0,0.37,0,12.21,9.99,0.37,0,0.74,0.74,0,0.74,0.37,0.74,0.37,0,0,0.37
3Month,0.1,0.62,0,9.36,0.1,0,0.21,0.1,0.83,0.31,0,3.22,0.73,0.21,3.12,0.73,2.7,0.73,3.64,0.31,0.1,0.31,0.83,1.35,0.31,1.14,1.46,0.31,0.21,57.52,0.1,0,0,0.21,1.46,11.65,0.62
22Month,0.14,1.37,0.14,3.69,0,0,0,0,0.96,0.14,1.09,10.11,0.41,0.14,3.83,0.14,0.27,0.96,3.28,0.14,0.14,0.27,0.14,0.27,0.41,0.82,1.91,0.41,0.14,5.33,0.27,0.68,0,0,0,0,0.14
