stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,139,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.64,0.28,0,1.41,0.56,4.51,0,0.28,0,0,0,0,0,0,0,0.28,4.51,0.56,7.89,0,0.85,0,469.28,14.09,0.56,1.41,6.48,0.28,0,6.48,1.13,0.28,0.85,0,0,0
21Day,2.22,0.37,0.74,3.33,0,2.96,0,0,0,0.74,0,0.37,0,1.11,1.11,0.74,1.11,1.48,8.51,0,0,1.11,173.89,2.22,0.74,2.22,1.48,6.66,0,1.48,0.37,2.22,0.37,0,0,0.37
3Month,0.1,0.31,0,1.04,0,0,0,0.1,0.1,1.25,0,1.25,1.35,0,0.42,0,0.21,0.73,6.55,0.94,0,0.31,0.94,0,0.21,0.21,0,0.21,0.83,0.1,0,0,0.1,0.42,0.21,0.62
22Month,0,0.27,0,0.82,0,0,0.27,0,0,2.6,0.82,6.15,0.41,0.14,0.68,0,0,1.23,2.05,0,0,0.41,1.09,0.14,0,2.73,0,0,0.55,0.41,0,0,0,0,0,0.27
