stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,27,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,6.76,4.23,0,0.28,0,0,1.97,0.56,0,0,0,1.13,0,0,0.56,0,0,0,0
21Day,0.37,2.59,0,0.37,0.37,0.74,0,1.11,0,0.37,0,0,0,4.44,0.37,0.37,2.22,9.62,21.46,0,0,1.11,0,1.48,0.74,0.37,0,0,7.03,1.11,0,1.48,0.37,0,0,5.18
3Month,0,3.12,0.31,1.87,0,0,0,0.31,0.1,0.83,0,81.03,1.04,0.62,1.77,0.21,1.25,6.87,11.96,11.44,0.1,1.77,0.21,0.1,0,0.1,0.31,0,0,1.77,6.66,0.21,0,0.31,0.42,5.2
22Month,0.27,2.73,0.27,1.5,0,0,0.82,0.55,0.41,3.42,8.06,154.55,0.55,1.09,0.27,0,0.14,18.58,19.54,0.41,1.64,0.96,0,0,0.14,0,0.14,0.41,0,0.41,0.96,0.68,0.14,0.14,0,4.24
