stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,35.23,3.1,0.28,1.41,0,0,0,0.56,3.95,3.38,0,0,0,0.85,0,0,0.28,0,0,0,0,0
21Day,2.96,0,4.07,101.01,4.81,0,1.11,0,0,0.37,0,0.74,1.11,2.96,1.85,82.88,5.18,1.48,7.4,0,0,1.48,0.37,6.66,6.66,0.37,0,0,3.7,3.7,0,1.11,0.74,1.11,0,0,1.11
3Month,0,0.21,1.56,75.31,0,0.21,0.1,0,1.98,1.14,0,4.26,1.14,0.1,2.91,14.67,4.16,1.25,1.98,0.31,0,0.62,11.75,0.42,0,0.83,0.1,0,0.1,0.94,1.14,0,0,0,0.62,0.62,1.46
22Month,0.14,0.68,26.92,18.86,0,0.27,0,0.14,3.14,2.05,0.82,8.88,0.41,0,2.87,9.7,0.96,0.68,1.5,0,0.14,0.82,0,0.27,0.14,0.82,0,0.14,0,0.14,0.41,0,0.14,0,0.14,0,0.14
