stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,0,0
72hpf,0,1.07,0,0,1.07,0,0
21Day,1.34,13.39,5.35,1.34,1.34,0,1.34
3Month,0,11.52,17.28,0.64,0.64,0,1.28
22Month,0,6.01,11.48,0,0,0.55,0.55
