stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,1.07,39.58,0,2.14,1.07
21Day,0,1.34,1.34,1.34,10.71,0,2.68,0
3Month,8.32,17.28,2.24,0,1.92,0,7.04,0.32
22Month,13.12,26.24,1.64,0,2.19,0.55,9.84,1.64
