stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,4.09,4.09,4.09,0
72hpf,0,0,3.21,2.14,42.79,0
21Day,1.34,1.34,2.68,2.68,8.03,0
3Month,11.52,97.26,6.72,0,0.32,0.64
22Month,6.56,7.11,1.64,0,0,0
