stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,40.86,0,0,8.17
72hpf,7.49,0,0,5.35,0,0,0
21Day,6.69,0,0,1.34,0,0,1.34
3Month,15.04,13.12,0.96,0,0,0.32,0
22Month,3.28,0.55,0,0,0.55,0,0
