stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
21Day,0,1.34,0,0,0,0,0
3Month,3.84,57.27,1.28,0,0.32,0,0.64
22Month,4.37,25.15,2.19,1.09,1.09,0.55,1.09
