stage,Endothelial,Epithelial,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,1.07,2.14,2.14,100.56,0,3.21
21Day,0,8.03,0,40.16,1.34,1.34
