stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,4.09,4.09,0,0,0
72hpf,0,0,0,8.56,1.07,0,2.14
21Day,0,0,1.34,5.35,0,0,0
3Month,2.56,1.6,0,0,0,0,0
22Month,7.65,0.55,0.55,0,0,0.55,1.09
