stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,8.17,4.09
72hpf,0,0,0,0,0,3.21,1.07
21Day,0,1.34,1.34,0,0,1.34,1.34
3Month,0.64,5.12,63.67,0.96,0.64,0,0.32
22Month,0,0.55,1.09,0,0,0,0
