stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,4.09
72hpf,3.21,0,0,0,4.28,1.07,0
21Day,0,0,4.02,0,1.34,0,1.34
3Month,8.32,55.99,4.16,0.32,1.28,0,0.64
22Month,3.28,0,1.64,0,0,0,0
