stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,16.35,20.43,0,4.09,0
72hpf,3.21,0,0,54.56,33.16,0,1.07,3.21
21Day,0,0,1.34,25.43,8.03,0,0,0
3Month,3.84,0.64,0.96,0,0,0,0,0.32
22Month,18.59,1.64,1.64,0.55,0.55,0.55,0,0.55
