stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,0,4.09,0,0,0
72hpf,0,2.14,0,0,0,2.14,0,0,2.14
21Day,0,4.02,0,0,0,0,0,0,0
3Month,0.32,9.6,202.85,4.16,0.32,0,0,0.96,1.92
22Month,0,10.93,7.11,0,0,0,0.55,0,0
