stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,8.17,0,0
72hpf,0,9.63,0,0,7.49,0,1.07
21Day,1.34,21.42,2.68,4.02,28.11,0,0
3Month,0,6.4,0,6.4,3.84,0,0.32
22Month,0,4.92,0,8.2,2.73,0.55,0
