stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,8.17,0,32.69,8.17
72hpf,2.14,0,2.14,0,7.49,0
21Day,0,0,1.34,0,4.02,1.34
3Month,2.24,0.64,4.16,0,0,0.64
22Month,2.19,0.55,9.84,0.55,1.09,0
