stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,16.35,0,12.26,4.09,0,0
72hpf,6.42,8.56,0,0,0,35.3,0,0,2.14
21Day,16.06,2.68,0,0,0,20.08,0,0,12.05
3Month,70.71,0,5.44,4.8,0.64,20.48,0,1.6,10.56
22Month,89.65,0,18.04,6.56,0,3.83,0,1.09,6.56
