stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,4.09,0
72hpf,0,0,0,0,0,42.79,17.12,0
21Day,0,5.35,4.02,0,4.02,72.28,4.02,2.68
3Month,0.96,1.28,0,0.64,2.56,17.6,0,0.64
22Month,0,1.09,0,0,1.09,4.92,0,0
