stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,1.07,0
21Day,0,0,0,9.37,0
3Month,1.92,0.32,0.96,38.71,0.32
22Month,1.64,0.55,0,20.23,0
