stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,4.09,0,0
72hpf,1.07,0,0,0,3.21,0,0,0
21Day,4.02,0,0,0,0,0,4.02,1.34
3Month,1.28,2.24,0.64,0.32,0,0,0,0
22Month,9.29,1.09,1.64,0,0,0,0,0.55
