stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0,0
72hpf,0,0,0,0,2.14,0,0,0
21Day,0,2.68,0,2.68,0,0,0,0
3Month,6.4,0,0.96,12.16,0.32,0,0.32,0.96
22Month,15.85,0.55,0,2.73,0,0.55,0,2.19
