stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0,4.09
72hpf,0,0,0,0,0,4.28,0,0,0
21Day,0,0,1.34,0,1.34,2.68,0,0,0
3Month,0,4.8,0,0.64,0,0,0,0.32,0.64
22Month,0.55,9.84,0,1.09,0,0,1.64,0,1.09
