stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,0,61.3,8.17
72hpf,1.07,0,0,1.07,17.12,0
21Day,10.71,0,2.68,0,4.02,2.68
3Month,2.24,0.64,0.96,0.32,0,0.32
22Month,2.73,0,0,0,0,0
