stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,8.17
72hpf,0,0,0,0,0,1.07,1.07
21Day,0,1.34,0,0,1.34,2.68,0
3Month,1.6,0,0.32,0.64,0.32,0,0.32
22Month,7.65,0,1.09,2.73,0,0,1.09
