stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,4.09,0,0,0,0
72hpf,1.07,0,0,0,0,0,0
3Month,6.08,100.46,1.28,0.32,0.64,0.32,0.32
