stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,0,0,0,61.3,0,8.17
72hpf,2.14,0,0,0,2.14,0,1.07
21Day,18.74,0,0,1.34,2.68,0,2.68
3Month,11.2,26.88,2.88,1.28,0.32,0,0.64
22Month,41.55,3.28,3.83,0,0.55,1.09,2.19
