stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,3.21,1.07,0,0,0,77.02,0,3.21
21Day,6.69,0,0,0,8.03,22.76,0,5.35
3Month,10.24,0,84.47,1.28,0.64,2.24,1.6,1.6
22Month,10.93,0,3.28,4.37,1.64,2.19,2.73,1.09
