stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,1.07,7.49,0,0,0
21Day,1.34,0,0,1.34,0,0,1.34
3Month,0.32,0.32,0,0,0,0.32,0.32
22Month,2.73,0,0,0,0.55,0,0
