stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,6.42,1.07,0,29.95,0,2.14
21Day,8.03,0,1.34,45.51,1.34,2.68
3Month,0.64,0,0.96,0.96,0,0.64
22Month,3.28,0,0,1.64,0,0
