stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,0,1.07,1.07
21Day,0,2.68,0,0,0,0,1.34,0
3Month,0,11.84,2.88,0.96,0.64,0,0,0.64
22Month,0.55,22.96,0,1.09,0.55,0.55,0,0
