stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,1.07,1.07,1.07,0,10.7,0,0,1.07
21Day,5.35,0,2.68,1.34,2.68,0,0,4.02
22Month,13.67,0,22.96,0.55,0,1.09,2.19,0.55
