stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,2.14,0,0,0,0,0,0
21Day,0,9.37,0,0,0,2.68,0,0
3Month,0,40.95,0,0.96,9.28,0.64,0,0.64
22Month,0.55,118.62,0.55,1.09,2.73,1.09,1.64,1.09
