stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,4.09,0,0,0
72hpf,0,5.35,1.07,0,1.07,4.28,1.07,0,0
21Day,0,0,1.34,0,6.69,2.68,0,0,2.68
3Month,0,8.96,0.32,5.44,33.27,0.32,0,0.32,0.32
22Month,0.55,3.83,0,0.55,9.29,0,0,0,0.55
