stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,0,0,0,0,2.14,0
21Day,1.34,0,0,0,2.68,5.35
3Month,0.32,1.6,0.32,0.32,0,0.32
22Month,8.75,0,0,0.55,0,0.55
