stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,16.35,0,0
72hpf,3.21,0,0,0,2.14,0,0
21Day,4.02,0,0,1.34,2.68,0,4.02
3Month,1.28,0.64,0.32,0.32,0,0,0.32
22Month,1.09,0,0.55,0,0,0.55,0
