stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,167.54,0,0,8.17,12.26,0,4.09
72hpf,0,2.14,0,0,0,20.33,0,1.07
21Day,0,6.69,0,0,0,2.68,0,0
3Month,0,6.08,0.96,3.2,0,0,0,0.32
22Month,0,29.52,0.55,3.83,1.09,0,0.55,0.55
