stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,2.14,0,0,0,2.14,0
21Day,8.03,2.68,0,0,0,0
3Month,12.48,1.28,4.16,0.32,0,0
22Month,20.23,7.11,7.65,1.09,0,2.19
