stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,2.14,1.07,0,27.81,0
21Day,0,1.34,0,5.35,0
3Month,0.96,0,0,0,0
22Month,0,0,1.09,0,0.55
