stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0
72hpf,0,0,0,1.07,0,0,0
21Day,0,0,0,12.05,0,0,0
3Month,2.24,0.64,0.96,34.87,0.64,0.64,0.32
22Month,0.55,0.55,0,4.37,0,0,0
