stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,12.26,0,0,12.26,0,159.37,0,28.6
72hpf,0,7.49,0,0,0,3.21,50.28,1.07,3.21
21Day,0,10.71,28.11,2.68,6.69,4.02,30.79,0,13.39
3Month,0.32,14.08,0,39.03,1.28,0,0.32,0.32,1.28
22Month,0,14.76,1.09,13.67,0.55,0,2.19,0,0.55
