stage,Endothelial,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,4.09,0
72hpf,2.14,2.14,0,2.14,4.28,6.42
21Day,0,0,0,1.34,6.69,4.02
3Month,0,1.92,0.32,0.32,0,0
22Month,0,1.09,0,0,0,0.55
