stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,0,0,2.14,1.07
21Day,0,1.34,0,2.68,4.02
3Month,0.96,9.28,0.32,0,0
22Month,1.64,0.55,0,0,0
