stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,24.52,0,4.09
72hpf,0,33.16,0,0,1.07,57.77,0,1.07
21Day,0,30.79,13.39,0,8.03,21.42,1.34,1.34
3Month,0.32,16,149.74,4.8,0.96,3.52,1.28,1.28
22Month,1.09,9.84,29.52,1.09,0,2.19,0.55,2.19
