stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,3.21,6.42,2.14,0,7.49,226.8,0,3.21
21Day,0,6.69,1.34,1.34,1.34,85.67,1.34,1.34
3Month,0,0.32,0,0.64,0,1.6,0,0
