stage,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,4.09,4.09
72hpf,3.21,0,0,1.07
21Day,1.34,0,2.68,0
3Month,1.92,0,0,0.64
22Month,3.28,0.55,0,0
