stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,12.26,0
72hpf,0,0,0,2.14,1.07
21Day,0,2.68,0,0,4.02
3Month,0.64,0,0.32,0,0.32
