stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,5.35,0,0
21Day,0,0,4.02,0,0,0,0
3Month,8.32,137.9,3.84,0.32,0.32,0,1.92
22Month,4.92,3.83,2.19,0.55,0,0.55,0.55
