stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,1.07,9.63,0,0,2.14,0,2.14
21Day,0,4.02,1.34,2.68,1.34,0,1.34
3Month,0,3.84,0.96,0.32,0.32,0.32,0.32
22Month,0,6.56,2.73,0,0,0,1.64
