stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
21Day,0,1.34,0,0,0,0,0,0
3Month,0,18.24,0.96,2.88,232.92,0,0.32,2.56
22Month,0.55,7.11,0,1.09,84.73,0.55,0,0
